Dress Code,Name,Price,Material,Color,Description,Brand,url,Category
lr19123-grey-2pc,LR19123 ,1900,Lawn,Grey,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19123-grey-2pc.html,unstitched
lr19123-beige-2pc,LR19123 ,1900,Lawn,Beige,Front & Sleeve Lawn Printed 2.0mBack Lawn Printed 1.25mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19123-beige-2pc.html,unstitched
lr19122-blue-2pc,LR19122 ,1900,Lawn,Blue,Printed Lawn Shirt 3.0mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19122-blue-2pc.html,unstitched
lr19122-black-2pc,LR19122 ,1900,Lawn,Black,Printed Lawn Shirt 3.0mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19122-black-2pc.html,unstitched
lr19121-yellow-2pc,LR19121 ,1900,Lawn,Yellow,Front & Back Lawn Printed 2.5mSleeves Lawn Printed 0.75mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19121-yellow-2pc.html,unstitched
lr19121-beige-2pc,LR19121 ,1900,Lawn,Beige,Front & Back Lawn Printed 2.5mSleeves Lawn Printed 0.75mPrinted Lawn Dupatta 2.5m,Khaadi,https://www.khaadi.com/pk/lr19121-beige-2pc.html,unstitched
ar19111-green-3pc,AR19111 ,2500,Lawn,Green,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 0.75mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19111-green-3pc.html,unstitched
ar19111-blue-3pc,AR19111 ,2500,Lawn,Blue,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 0.75mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19111-blue-3pc.html,unstitched
ar19109-blue-3pc,AR19109 ,2500,Lawn,Blue,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 1mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19109-blue-3pc.html,unstitched
ar19109-beige-3pc,AR19109 ,2500,Lawn,Beige,Front & Back Lawn Printed 2.5mSleeve Lawn Printed 1mLawn Printed Dupatta 2.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/ar19109-beige-3pc.html,unstitched
psd19116-black-2pc,PSD19116 ,3900,Poly Satin,Black,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19116-black-2pc.html,unstitched
psd19113-orange-2pc,PSD19113 ,3900,Poly Satin,Orange,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19113-orange-2pc.html,unstitched
psd19112-green-2pc,PSD19112 ,3900,Poly Satin,Green,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19112-green-2pc.html,unstitched
psd19109-blue-2pc,PSD19109 ,3900,Poly Satin,Blue,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19109-blue-2pc.html,unstitched
psd19106-red-2pc,PSD19106 ,3900,Poly Satin,Red,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19106-red-2pc.html,unstitched
psd19105-orange-2pc,PSD19105 ,3900,Poly Satin,Orange,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19105-orange-2pc.html,unstitched
psd19104-blue-2pc,PSD19104 ,3900,Poly Satin,Blue,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19104-blue-2pc.html,unstitched
psd19102-off-white-2pc,PSD19102 ,3900,Poly Satin,Off-White,Poly Satin Digital Printed Front 1.25mPoly Satin Digital Printed Back 1.25mPoly Satin Digital Printed Sleeves 0.5mViscose Tissue Dupatta 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/psd19102-off-white-2pc.html,unstitched
jd19110-green-2pc,JD19110 ,1800,Lawn,Green,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19110-green-2pc.html,unstitched
jd19108-red-2pc,JD19108 ,1800,Lawn,Red,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19108-red-2pc.html,unstitched
jd19107-green-2pc,JD19107 ,1800,Lawn,Green,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19107-green-2pc.html,unstitched
jd19106-green-2pc,JD19106 ,1800,Lawn,Green,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19106-green-2pc.html,unstitched
jd19104-pink-2pc,JD19104 ,1800,Lawn,Pink,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19104-pink-2pc.html,unstitched
jd19103-green-2pc,JD19103 ,1800,Lawn,Green,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19103-green-2pc.html,unstitched
jd19102-off-white-2pc,JD19102 ,1800,Lawn,Off-White,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19102-off-white-2pc.html,unstitched
jd19101-mustard-2pc,JD19101 ,1800,Lawn,Mustard,Digital Front Lawn Printed 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mShalwar 2.5m,Khaadi,https://www.khaadi.com/pk/jd19101-mustard-2pc.html,unstitched
rd19105-black-3pc,RD19105 ,4000,Lawn,Black,Digital Front Lawn Print Embroidered 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mDigital Printed Chiffon Dupatta 2.5mShalwar 2.5m Embroidered Organza,Khaadi,https://www.khaadi.com/pk/rd19105-black-3pc.html,unstitched
rd19104-green-3pc,RD19104 ,4000,Lawn,Green,Digital Front Lawn Print 1.25mDigital Back Lawn Printed 1.25mDigital Sleeve Lawn Printed 0.5mDigital Printed Chiffon Dupatta 2.5mShalwar 2.5mEmbroidered Organza,Khaadi,https://www.khaadi.com/pk/rd19104-green-3pc.html,unstitched
